diseases,symptom_text
fibromyalgia,"headache, hip pain, leg pain, muscle pain, sharp chest pain"
fibromyalgia,"arm pain, back pain, leg pain, muscle pain"
fibromyalgia,"back pain, headache, hip pain, low back pain, neck pain"
fibromyalgia,"ache all over, back pain, headache, low back pain, muscle pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, headache, hip pain, low back pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, back pain, headache, hip pain, leg pain, low back pain, sharp chest pain"
fibromyalgia,"headache, leg pain, low back pain"
fibromyalgia,"low back pain, neck pain, sharp chest pain"
fibromyalgia,"arm pain, headache, muscle pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, back pain, leg pain, low back pain, muscle pain, neck pain"
fibromyalgia,"ache all over, back pain, headache, hip pain"
fibromyalgia,"arm pain, headache, hip pain, low back pain, muscle pain, neck pain"
fibromyalgia,"ache all over, headache, hip pain, leg pain, low back pain"
fibromyalgia,"arm pain, headache, hip pain, low back pain, muscle pain, neck pain, sharp chest pain"
fibromyalgia,"arm pain, back pain, leg pain, low back pain, muscle pain, neck pain, sharp chest pain"
fibromyalgia,"back pain, headache, low back pain, muscle pain"
fibromyalgia,"arm pain, back pain, low back pain, muscle pain, sharp chest pain"
fibromyalgia,"arm pain, headache, leg pain, low back pain, neck pain"
fibromyalgia,"arm pain, back pain, muscle pain, neck pain"
fibromyalgia,"back pain, hip pain, leg pain, neck pain, sharp chest pain"
fibromyalgia,"hip pain, low back pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, back pain, headache, leg pain, low back pain, muscle pain, neck pain"
fibromyalgia,"back pain, headache, hip pain, sharp chest pain"
fibromyalgia,"back pain, hip pain, leg pain, sharp chest pain"
fibromyalgia,"ache all over, headache, leg pain, low back pain"
fibromyalgia,"ache all over, arm pain, headache, hip pain, low back pain, muscle pain, neck pain"
fibromyalgia,"hip pain, low back pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, back pain, headache, leg pain, neck pain"
fibromyalgia,"arm pain, back pain, hip pain, low back pain"
fibromyalgia,"back pain, leg pain, low back pain, muscle pain"
fibromyalgia,"ache all over, arm pain, headache, hip pain, leg pain, low back pain, sharp chest pain"
fibromyalgia,"ache all over, hip pain, leg pain"
fibromyalgia,"arm pain, headache, hip pain, leg pain, low back pain, sharp chest pain"
fibromyalgia,"arm pain, headache, hip pain, muscle pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, hip pain, muscle pain, sharp chest pain"
fibromyalgia,"ache all over, low back pain, neck pain"
fibromyalgia,"back pain, headache, hip pain, muscle pain, sharp chest pain"
fibromyalgia,"arm pain, back pain, headache, hip pain, leg pain, muscle pain"
fibromyalgia,"ache all over, headache, hip pain, muscle pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, headache, leg pain, low back pain, neck pain, sharp chest pain"
fibromyalgia,"arm pain, back pain, headache"
fibromyalgia,"headache, hip pain, muscle pain, neck pain"
fibromyalgia,"ache all over, leg pain, neck pain"
fibromyalgia,"ache all over, arm pain, back pain, headache, hip pain, low back pain"
fibromyalgia,"ache all over, arm pain, back pain, headache, hip pain, leg pain, low back pain, muscle pain, neck pain"
fibromyalgia,"ache all over, arm pain, low back pain, sharp chest pain"
fibromyalgia,"headache, hip pain, leg pain, low back pain, neck pain"
fibromyalgia,"ache all over, arm pain, headache, hip pain, leg pain, low back pain, muscle pain"
fibromyalgia,"back pain, low back pain"
fibromyalgia,"back pain, headache, leg pain, low back pain, muscle pain, sharp chest pain"
fibromyalgia,"back pain, leg pain, low back pain"
fibromyalgia,"hip pain, muscle pain, neck pain"
fibromyalgia,"ache all over, arm pain, back pain, headache, hip pain, muscle pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, back pain, leg pain, low back pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, headache, leg pain, low back pain, muscle pain, neck pain, sharp chest pain"
fibromyalgia,"arm pain, back pain, headache, hip pain, low back pain"
fibromyalgia,"ache all over, arm pain, headache, low back pain, sharp chest pain"
fibromyalgia,"ache all over, hip pain, low back pain, muscle pain, neck pain"
fibromyalgia,"ache all over, back pain, headache, leg pain, neck pain"
fibromyalgia,"hip pain, low back pain, muscle pain"
fibromyalgia,"back pain, hip pain, low back pain, neck pain"
fibromyalgia,"headache, muscle pain, sharp chest pain"
fibromyalgia,"ache all over, hip pain, low back pain, muscle pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, back pain, headache, hip pain, leg pain"
fibromyalgia,"ache all over, back pain, leg pain, low back pain, sharp chest pain"
fibromyalgia,"back pain, hip pain, leg pain, low back pain, muscle pain, neck pain"
fibromyalgia,"arm pain, back pain, headache, hip pain, sharp chest pain"
fibromyalgia,"back pain, headache, low back pain, muscle pain, neck pain, sharp chest pain"
fibromyalgia,"leg pain, low back pain, muscle pain, sharp chest pain"
fibromyalgia,"back pain, low back pain, muscle pain, neck pain"
fibromyalgia,"hip pain, low back pain, muscle pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, headache, leg pain, low back pain"
fibromyalgia,"headache, hip pain, low back pain, muscle pain, neck pain"
fibromyalgia,"ache all over, leg pain, low back pain"
fibromyalgia,"ache all over, arm pain, back pain, hip pain, leg pain, low back pain, muscle pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, hip pain, low back pain, neck pain, sharp chest pain"
fibromyalgia,"back pain, leg pain, low back pain, sharp chest pain"
fibromyalgia,"headache, hip pain, leg pain, muscle pain"
fibromyalgia,"ache all over, back pain, headache, hip pain, leg pain, low back pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, low back pain, muscle pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, headache, leg pain, low back pain, muscle pain, neck pain"
fibromyalgia,"headache, hip pain, low back pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, back pain, leg pain, neck pain"
fibromyalgia,"arm pain, headache, leg pain, low back pain, muscle pain"
fibromyalgia,"ache all over, arm pain, back pain, hip pain, low back pain, sharp chest pain"
fibromyalgia,"arm pain, headache, low back pain, neck pain, sharp chest pain"
fibromyalgia,"headache, hip pain, low back pain, neck pain"
fibromyalgia,"ache all over, arm pain, back pain, headache, hip pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, headache, leg pain, muscle pain"
fibromyalgia,"ache all over, arm pain, back pain, headache, low back pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, hip pain, leg pain, low back pain"
fibromyalgia,"ache all over, hip pain, leg pain, muscle pain, sharp chest pain"
fibromyalgia,"ache all over, back pain, hip pain, muscle pain"
fibromyalgia,"arm pain, back pain, headache, leg pain, sharp chest pain"
fibromyalgia,"arm pain, back pain, hip pain, muscle pain, sharp chest pain"
fibromyalgia,"ache all over, back pain, leg pain, low back pain, neck pain"
fibromyalgia,"ache all over, back pain, hip pain, muscle pain, neck pain"
fibromyalgia,"arm pain, headache, hip pain, leg pain, low back pain, muscle pain"
fibromyalgia,"ache all over, hip pain, sharp chest pain"
fibromyalgia,"low back pain, muscle pain, sharp chest pain"
fibromyalgia,"arm pain, back pain, headache, hip pain, leg pain, low back pain, muscle pain, neck pain, sharp chest pain"
fibromyalgia,"hip pain, leg pain, neck pain, sharp chest pain"
fibromyalgia,"back pain, headache, hip pain, low back pain, muscle pain, neck pain, sharp chest pain"
fibromyalgia,"arm pain, headache, hip pain, leg pain, neck pain"
fibromyalgia,"arm pain, back pain, hip pain, leg pain, muscle pain"
fibromyalgia,"arm pain, headache, leg pain, muscle pain"
fibromyalgia,"back pain, hip pain, low back pain, muscle pain, neck pain, sharp chest pain"
fibromyalgia,"back pain, headache, leg pain, low back pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, back pain, hip pain, low back pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, back pain, leg pain, low back pain, muscle pain"
fibromyalgia,"ache all over, arm pain, hip pain, leg pain, sharp chest pain"
fibromyalgia,"arm pain, low back pain, muscle pain, sharp chest pain"
fibromyalgia,"arm pain, low back pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, back pain, headache, hip pain, leg pain, low back pain"
fibromyalgia,"ache all over, arm pain, back pain, headache, hip pain, leg pain, low back pain"
fibromyalgia,"arm pain, back pain, hip pain, low back pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, leg pain, muscle pain, neck pain"
fibromyalgia,"ache all over, back pain, hip pain, leg pain, low back pain, muscle pain, sharp chest pain"
fibromyalgia,"ache all over, headache, hip pain, neck pain"
fibromyalgia,"ache all over, arm pain, headache, neck pain, sharp chest pain"
fibromyalgia,"arm pain, back pain, headache, hip pain, muscle pain"
fibromyalgia,"ache all over, arm pain, headache, leg pain, neck pain, sharp chest pain"
fibromyalgia,"ache all over, arm pain, back pain, leg pain, muscle pain, neck pain"
fibromyalgia,"ache all over, arm pain, back pain, hip pain, leg pain, low back pain, muscle pain"
fibromyalgia,"arm pain, back pain, headache, hip pain, low back pain, neck pain, sharp chest pain"
fibromyalgia,"headache, hip pain, low back pain, muscle pain"
fibromyalgia,"ache all over, arm pain, headache, hip pain, leg pain, low back pain, neck pain, sharp chest pain"
fibromyalgia,"arm pain, back pain, low back pain"
fibromyalgia,"ache all over, hip pain, leg pain, sharp chest pain"
fibromyalgia,"back pain, headache, leg pain, muscle pain, neck pain, sharp chest pain"
acute pancreatitis,"diarrhea, hemoptysis, side pain, vomiting"
acute pancreatitis,"abusing alcohol, burning abdominal pain, diarrhea, hemoptysis, sharp abdominal pain, sharp chest pain, side pain"
acute pancreatitis,"abusing alcohol, back pain, hemoptysis, lower body pain, nausea, sharp abdominal pain, side pain"
acute pancreatitis,vomiting
acute pancreatitis,"abusing alcohol, back pain, diarrhea, hemoptysis, nausea, side pain, upper abdominal pain"
acute pancreatitis,"abusing alcohol, diarrhea, side pain, upper abdominal pain, vomiting"
acute pancreatitis,"abusing alcohol, back pain, diarrhea, hemoptysis, lower body pain, nausea, sharp chest pain"
acute pancreatitis,"burning abdominal pain, diarrhea, hemoptysis, upper abdominal pain, vomiting"
acute pancreatitis,"burning abdominal pain, diarrhea, hemoptysis, sharp abdominal pain"
acute pancreatitis,"sharp chest pain, side pain, vomiting"
acute pancreatitis,"abusing alcohol, burning abdominal pain, sharp chest pain"
acute pancreatitis,"abusing alcohol, back pain, burning abdominal pain, hemoptysis, lower body pain, side pain, upper abdominal pain, vomiting"
acute pancreatitis,"diarrhea, lower body pain, sharp abdominal pain, sharp chest pain, upper abdominal pain"
acute pancreatitis,"abusing alcohol, hemoptysis, lower body pain, sharp abdominal pain, side pain"
acute pancreatitis,"back pain, burning abdominal pain, diarrhea, hemoptysis, lower body pain, nausea, sharp chest pain, side pain, upper abdominal pain, vomiting"
acute pancreatitis,"back pain, burning abdominal pain, diarrhea, nausea, vomiting"
acute pancreatitis,"abusing alcohol, back pain, diarrhea, nausea, sharp abdominal pain, upper abdominal pain"
acute pancreatitis,"abusing alcohol, diarrhea, sharp abdominal pain, sharp chest pain, side pain"
acute pancreatitis,"abusing alcohol, back pain, burning abdominal pain, hemoptysis, nausea, sharp chest pain, side pain"
acute pancreatitis,"back pain, diarrhea, lower body pain, nausea, sharp chest pain, side pain, upper abdominal pain, vomiting"
acute pancreatitis,"diarrhea, nausea, vomiting"
acute pancreatitis,"diarrhea, hemoptysis, nausea, sharp abdominal pain, upper abdominal pain"
acute pancreatitis,"abusing alcohol, back pain, diarrhea, nausea, sharp chest pain, side pain, upper abdominal pain, vomiting"
acute pancreatitis,"burning abdominal pain, nausea, vomiting"
acute pancreatitis,"abusing alcohol, back pain, burning abdominal pain, diarrhea, hemoptysis, lower body pain, side pain, upper abdominal pain, vomiting"
acute pancreatitis,"back pain, burning abdominal pain, diarrhea, nausea, sharp abdominal pain, side pain, vomiting"
acute pancreatitis,"diarrhea, hemoptysis, lower body pain, upper abdominal pain, vomiting"
acute pancreatitis,"diarrhea, lower body pain, nausea, sharp chest pain, side pain, upper abdominal pain"
acute pancreatitis,"back pain, burning abdominal pain, hemoptysis, upper abdominal pain, vomiting"
acute pancreatitis,"abusing alcohol, burning abdominal pain, hemoptysis, nausea, sharp abdominal pain, sharp chest pain, vomiting"
acute pancreatitis,"abusing alcohol, burning abdominal pain, diarrhea, nausea, sharp abdominal pain, vomiting"
acute pancreatitis,"burning abdominal pain, diarrhea, hemoptysis, lower body pain, nausea, side pain, upper abdominal pain"
acute pancreatitis,"sharp chest pain, side pain, upper abdominal pain"
acute pancreatitis,"burning abdominal pain, diarrhea, hemoptysis, lower body pain, sharp abdominal pain, side pain"
acute pancreatitis,"back pain, burning abdominal pain, diarrhea, nausea, sharp abdominal pain, sharp chest pain, side pain, upper abdominal pain"
acute pancreatitis,"abusing alcohol, back pain, burning abdominal pain, sharp abdominal pain, sharp chest pain, side pain"
acute pancreatitis,"abusing alcohol, back pain, burning abdominal pain, lower body pain, sharp chest pain, vomiting"
acute pancreatitis,"abusing alcohol, burning abdominal pain, diarrhea, lower body pain, side pain"
acute pancreatitis,"back pain, burning abdominal pain, sharp abdominal pain, sharp chest pain, upper abdominal pain, vomiting"
acute pancreatitis,"diarrhea, nausea, sharp abdominal pain, side pain, upper abdominal pain"
acute pancreatitis,"back pain, burning abdominal pain, sharp chest pain, upper abdominal pain"
acute pancreatitis,"abusing alcohol, burning abdominal pain, diarrhea, nausea, sharp abdominal pain, sharp chest pain, upper abdominal pain, vomiting"
